"code","voc1","voc2","voc3","voc4","voc5","voc6","voc7","voc8","voc9","voc10","voc11","voc12","voc13","voc14","voc15","voc16","voc17","total"
"S1",4.41001894464121,1.32701445932893,0.511319610324455,1.37627052648131,12.6625532584034,0,1.29374078039941,0.893255557968356,17.4435487131871,0.602799014579137,2.15786801650355,9.07986551551139,1.54334878357432,1.11982747646896,8.37547230563023,4.01909140602185,1.11464877533752,67.9306431443612
"S2",1.18674966362629,0.198172431480119,0.0829105431784899,0.350703039628911,4.25626472796473,0.0637084364755469,0.316821287066152,0.292687867502212,3.48205604246114,0.121533120730284,0.496344491276585,2.0581006593668,0.410404726329327,3.05304111564565,5.92777164499751,1.27225734632739,0.391477665529315,23.9610048095865
"S3",0.171996163381906,0.118604991154548,0.0536185889359882,0.0593946711203068,1.54140929605462,0.0263414280333781,0.414542505202818,0.0617372143266482,1.61936260611993,0.0572361012314124,0.220050220560208,0.886307511966765,0.197263595231502,0.176689560704206,0.570291973587929,0.682409922017224,0.199508296365526,7.05676464599492
"S4",4.08857369893433,0.799507258681935,0.849438137016919,3.51261425031114,7.37379762772994,0.851321294189789,1.2700752174339,0.841455582526914,6.86276174614751,0.337662054927232,3.5417469457658,4.85716307270293,1.99534109092492,2.26045261083958,7.99500727500989,2.92299374820846,2.20408126240471,52.5639928737559
