ID;population;Gen;Treat;H_E;GLVs;Monoterpenes;Aromatic compounds ;Long-chain alkanes;Alcohols and esters;GLVsg;Monoterpenesg;Aromatic compoundsg;Long-chain alkanesg;Alcohols and estersg
B28h3;B;28;h;3;5.194610258;4.894653724;;4.145870762;4.146348884;5.195610258;4.895653724;;4.146870762;4.147348884
B30h1;B;30;h;3;0.400679008;0.432225907;;0.246267989;0.118361255;0.401679008;0.433225907;;0.247267989;0.119361255
B30h2;B;30;h;3;0.899309535;0.951447321;;0.692868923;0.717650183;0.900309535;0.952447321;;0.693868923;0.718650183
B30h3;B;30;h;2;1.686758494;0;;0.479338804;0.14935358;1.687758494;0.001;;0.480338804;0.15035358
B37h1;B;37;h;4;0.426018207;0.275278158;;0.208756094;0.115254507;0.427018207;0.276278158;;0.209756094;0.116254507
B37h2;B;37;h;4;1.409354221;1.09977968;;1.043764346;0.347595414;1.410354221;1.10077968;;1.044764346;0.348595414
B37h3;B;37;h;4;5.262577498;5.859614798;;8.68201799;3.565415693;5.263577498;5.860614798;;8.68301799;3.566415693
B53h1;B;53;h;3;0.0304147;0.091358035;;0.076000344;0.035730257;0.0314147;0.092358035;;0.077000344;0.036730257
B53h2;B;53;h;3;0.573046319;0.313697197;;0.258184319;0.131666245;0.574046319;0.314697197;;0.259184319;0.132666245
B53h3;B;53;h;4;1.149438291;1.049126457;;0.813534703;0.244934793;1.150438291;1.050126457;;0.814534703;0.245934793
B56h1;B;56;h;3;2.872376151;1.427930701;;1.589774342;1.957090616;2.873376151;1.428930701;;1.590774342;1.958090616
B56h2;B;56;h;4;1.048466692;0.7810421;;2.009893062;0.682688771;1.049466692;0.7820421;;2.010893062;0.683688771
B56h3;B;56;h;4;1.816022922;2.005773132;;1.127658548;0.635748025;1.817022922;2.006773132;;1.128658548;0.636748025
B57h1;B;57;h;4;3.42320553;10.40888328;;3.430988384;1.190209583;3.42420553;10.40988328;;3.431988384;1.191209583
B57h2;B;57;h;4;5.795872913;10.01679074;;2.803781064;0;5.796872913;10.01779074;;2.804781064;0.001
B57h3;B;57;h;3;9.304695367;18.63987731;;6.347915666;3.103542825;9.305695367;18.64087731;;6.348915666;3.104542825
B60h1;B;60;h;3;5.620822496;25.54398594;;7.803950791;4.648112478;5.621822496;25.54498594;;7.804950791;4.649112478
B60h2;B;60;h;4;0.956566502;10.80639367;;4.159583277;0.426081128;0.957566502;10.80739367;;4.160583277;0.427081128
B60h3;B;60;h;3;0.941600996;0.886762183;;1.467687189;1.034515029;0.942600996;0.887762183;;1.468687189;1.035515029
B61h1;B;61;h;3;2.501354302;7.037587092;;3.581754009;1.086721172;2.502354302;7.038587092;;3.582754009;1.087721172
B61h2;B;61;h;3;3.32664347;5.057619817;;8.854945943;1.738323806;3.32764347;5.058619817;;8.855945943;1.739323806
B61h3;B;61;h;3;5.655344097;5.676182305;;8.606348959;3.073538206;5.656344097;5.677182305;;8.607348959;3.074538206
C1o1;C;1;c;4;5.675547924;2.971582493;;3.823711447;6.021850912;5.676547924;2.972582493;;3.824711447;6.022850912
C1o2;C;1;c;3;6.09732781;3.496693128;;6.352040968;4.589423942;6.09832781;3.497693128;;6.353040968;4.590423942
C1o3;C;1;c;3;1.826012139;2.326653526;;1.098585821;0.328399349;1.827012139;2.327653526;;1.099585821;0.329399349
C5o1;C;5;c;3;1.16564243;0.264120682;;0.452470844;0.10909632;1.16664243;0.265120682;;0.453470844;0.11009632
C5o2;C;5;c;3;1.630399361;0;;1.920399899;0;1.631399361;0.001;;1.921399899;0.001
C5o3;C;5;c;3;0.509891105;1.110970615;;1.240730745;0.313144734;0.510891105;1.111970615;;1.241730745;0.314144734
C8o1;C;8;c;4;4.560298847;2.144599303;;5.784153042;4.918641115;4.561298847;2.145599303;;5.785153042;4.919641115
C8o2;C;8;c;3;3.869107164;2.076507861;;7.778874217;4.6171786;3.870107164;2.077507861;;7.779874217;4.6181786
C8o3;C;8;c;3;1.062041972;0.897797378;;0.466585425;0;1.063041972;0.898797378;;0.467585425;0.001
C13o1;C;13;c;3;1.276599831;0.319056463;;0.727579628;0;1.277599831;0.320056463;;0.728579628;0.001
C13o2;C;13;c;3;1.042573827;0.579666019;;0.168222968;0.116559326;1.043573827;0.580666019;;0.169222968;0.117559326
C13o3;C;13;c;3;1.039248;0.665196805;;1.025639105;0;1.040248;0.666196805;;1.026639105;0.001
C15o1;C;15;c;4;0.572162107;1.406744252;;3.069402098;0.68393748;0.573162107;1.407744252;;3.070402098;0.68493748
C15o2;C;15;c;3;1.286237163;0.624197436;;1.215362751;0.153794359;1.287237163;0.625197436;;1.216362751;0.154794359
C15o3;C;15;c;4;1.044127062;1.02723006;;2.24520258;1.436209118;1.045127062;1.02823006;;2.24620258;1.437209118
C19o2;C;19;c;4;0.76948305;1.537441275;;2.062189871;1.518904852;0.77048305;1.538441275;;2.063189871;1.519904852
C19o3;C;19;c;4;2.164308301;1.524875415;;1.726537718;0.382010007;2.165308301;1.525875415;;1.727537718;0.383010007
C26o1;C;26;c;3;3.0372758;1.744603164;;2.996652967;0.4389197;3.0382758;1.745603164;;2.997652967;0.4399197
C26o2;C;26;c;3;5.472284566;2.911864434;;3.985766877;2.736021184;5.473284566;2.912864434;;3.986766877;2.737021184
C26o3;C;26;c;4;1.490237375;1.7310037;;0.993618789;0;1.491237375;1.7320037;;0.994618789;0.001
C30o1;C;30;c;3;4.405432164;14.11749494;;8.804820381;2.068559649;4.406432164;14.11849494;;8.805820381;2.069559649
C30o2;C;30;c;4;4.257976289;7.030375945;;3.415156182;2.964965168;4.258976289;7.031375945;;3.416156182;2.965965168
C30o3;C;30;c;3;4.964273873;1.453552451;;1.682461312;2.774048155;4.965273873;1.454552451;;1.683461312;2.775048155
C34o1;C;34;c;3;2.173503445;0.904499515;;2.611991608;1.335854482;2.174503445;0.905499515;;2.612991608;1.336854482
C34o2;C;34;c;3;1.700703862;0.715557566;;1.913114564;0.848685387;1.701703862;0.716557566;;1.914114564;0.849685387
C34o3;C;34;c;4;1.642782994;0.801626442;;1.760650312;0;1.643782994;0.802626442;;1.761650312;0.001
C43o2;C;43;c;4;1.51533832;0.342462443;;0.673334565;0;1.51633832;0.343462443;;0.674334565;0.001
C43o3;C;43;c;4;1.615685305;0.846933675;;1.219260692;0;1.616685305;0.847933675;;1.220260692;0.001
C45o1;C;45;c;3;1.195585505;0;;0;0;1.196585505;0.001;;0.001;0.001
C45o2;C;45;c;3;2.698581739;4.331449049;;1.832422035;0.58866513;2.699581739;4.332449049;;1.833422035;0.58966513
C45o3;C;45;c;3;3.928008862;5.220129702;;3.69636446;0.706924993;3.929008862;5.221129702;;3.69736446;0.707924993
C50o1;C;50;c;3;9.108228016;31.15349536;;14.9213787;7.671904551;9.109228016;31.15449536;;14.9223787;7.672904551
C50o2;C;50;c;4;4.353562763;11.67093401;;6.136304296;1.435562694;4.354562763;11.67193401;;6.137304296;1.436562694
C50o3;C;50;c;4;1.079531744;0;;0.141735844;0;1.080531744;0.001;;0.142735844;0.001
C55o1;C;55;c;3;4.289250889;1.4834594;;5.40047389;2.00493484;4.290250889;1.4844594;;5.40147389;2.00593484
C55o2;C;55;c;3;12.98369474;3.3110413;;13.37848441;5.217730442;12.98469474;3.3120413;;13.37948441;5.218730442
C55o3;C;55;c;3;1.11180509;1.540611588;;1.147639509;0;1.11280509;1.541611588;;1.148639509;0.001
C61o1;C;61;c;4;1.54639137;3.129391022;;1.368166106;0.842375594;1.54739137;3.130391022;;1.369166106;0.843375594
C61o2;C;61;c;4;1.080056886;1.661065471;;0.397964567;0.181964295;1.081056886;1.662065471;;0.398964567;0.182964295
C61o3;C;61;c;4;0.423069645;0.387275843;;0.150109978;0.094210924;0.424069645;0.388275843;;0.151109978;0.095210924
C64o1;C;64;c;3;0.888381805;0.915830917;;0.892624577;0.369020423;0.889381805;0.916830917;;0.893624577;0.370020423
C64o2;C;64;c;4;2.793491486;1.170270131;;2.25128668;1.337524206;2.794491486;1.171270131;;2.25228668;1.338524206
C64o3;C;64;c;3;5.092675049;4.802422425;;3.981116622;5.559580113;5.093675049;4.803422425;;3.982116622;5.560580113
C1h1;C;1;h;4;4.880642514;2.687111619;;15.10920096;2.239301208;4.881642514;2.688111619;;15.11020096;2.240301208
C1h2;C;1;h;3;5.938869489;2.569193794;;18.16266;3.960921972;5.939869489;2.570193794;;18.16366;3.961921972
C1h3;C;1;h;3;1.504158274;2.232226257;;1.058367761;0;1.505158274;2.233226257;;1.059367761;0.001
C5h1;C;5;h;4;0.032146885;0.006611133;;0.016514852;0.079530889;0.033146885;0.007611133;;0.017514852;0.080530889
C5h2;C;5;h;3;0;1.640003015;;1.354644991;0.575697424;0.001;1.641003015;;1.355644991;0.576697424
C5h3;C;5;h;4;0.291787562;0.59327212;;0.420023336;0.172118135;0.292787562;0.59427212;;0.421023336;0.173118135
C8h1;C;8;h;3;5.456918851;1.544600081;;41.55852172;0.880489713;5.457918851;1.545600081;;41.55952172;0.881489713
C8h2;C;8;h;4;8.46568943;3.311517169;;41.51123761;2.848503798;8.46668943;3.312517169;;41.51223761;2.849503798
C8h3;C;8;h;3;1.263266381;4.074210676;;2.588972329;0.662395563;1.264266381;4.075210676;;2.589972329;0.663395563
C13h1;C;13;h;4;0.04850438;0.023474925;;0.008714928;0;0.04950438;0.024474925;;0.009714928;0.001
C13h3;C;13;h;4;3.018592439;2.523010746;;1.403330489;0.539409267;3.019592439;2.524010746;;1.404330489;0.540409267
C15h1;C;15;h;3;2.68711857;1.502768831;;2.934402874;1.118675539;2.68811857;1.503768831;;2.935402874;1.119675539
C15h2;C;15;h;4;1.49360473;0.996840266;;1.68243874;0.982336873;1.49460473;0.997840266;;1.68343874;0.983336873
C15h3;C;15;h;4;0.7661165;0.485497384;;1.384645171;0.461538462;0.7671165;0.486497384;;1.385645171;0.462538462
C19h1;C;19;h;3;2.448575864;1.109346233;;2.033289551;0.745554867;2.449575864;1.110346233;;2.034289551;0.746554867
C19h2;C;19;h;3;0.68048294;0.419061417;;0.900103937;0.331968504;0.68148294;0.420061417;;0.901103937;0.332968504
C19h3;C;19;h;2;2.399893955;1.60324157;;2.322579378;0.572776576;2.400893955;1.60424157;;2.323579378;0.573776576
C26h1;C;26;h;3;4.009428661;1.934920753;;8.885744625;1.952807113;4.010428661;1.935920753;;8.886744625;1.953807113
C26h2;C;26;h;4;3.633916623;1.397241742;;10.03776882;1.185644922;3.634916623;1.398241742;;10.03876882;1.186644922
C26h3;C;26;h;3;1.407381047;1.467269975;;0.595761637;0;1.408381047;1.468269975;;0.596761637;0.001
C30h1;C;30;h;3;6.662717419;19.32944448;;35.1822142;4.811546824;6.663717419;19.33044448;;35.1832142;4.812546824
C30h2;C;30;h;3;2.574063576;4.558175318;;12.72093741;1.388888246;2.575063576;4.559175318;;12.72193741;1.389888246
C30h3;C;30;h;4;2.179235411;0.448126315;;0.795499204;0.939074726;2.180235411;0.449126315;;0.796499204;0.940074726
C34h1;C;34;h;4;1.160164187;0.863392322;;1.924064644;0.678705816;1.161164187;0.864392322;;1.925064644;0.679705816
C34h2;C;34;h;4;0.92049246;1.124411036;;2.901832123;0.859323104;0.92149246;1.125411036;;2.902832123;0.860323104
C34h3;C;34;h;4;1.038849877;1.054975315;;1.432176084;0.859422748;1.039849877;1.055975315;;1.433176084;0.860422748
C43h2;C;43;h;4;3.138322326;2.200002914;;0.936119135;0.387871524;3.139322326;2.201002914;;0.937119135;0.388871524
C43h3;C;43;h;4;1.231837642;1.084416541;;1.462131001;0.490529989;1.232837642;1.085416541;;1.463131001;0.491529989
C45h1;C;45;h;3;0.807004571;0;;0;0;0.808004571;0.001;;0.001;0.001
C45h2;C;45;h;3;1.418343762;2.522279019;;1.496017177;0.593330028;1.419343762;2.523279019;;1.497017177;0.594330028
C45h3;C;45;h;3;1.833924752;7.38533565;;4.472796763;0.682347365;1.834924752;7.38633565;;4.473796763;0.683347365
C50h1;C;50;h;4;2.303064774;13.64879046;;12.9930104;2.766364419;2.304064774;13.64979046;;12.9940104;2.767364419
C50h2;C;50;h;3;5.617762273;15.18267038;;16.24099121;6.651137183;5.618762273;15.18367038;;16.24199121;6.652137183
C55h1;C;55;h;2;7.992683155;2.841666879;;7.15354314;4.289525851;7.993683155;2.842666879;;7.15454314;4.290525851
C55h2;C;55;h;3;3.536512451;1.629361079;;32.4174293;7.620814913;3.537512451;1.630361079;;32.4184293;7.621814913
C55h3;C;55;h;3;3.008048531;4.988181526;;3.823426011;0;3.009048531;4.989181526;;3.824426011;0.001
C61h1;C;61;h;4;0.485305737;2.367718285;;0.678450125;0.191582096;0.486305737;2.368718285;;0.679450125;0.192582096
C61h2;C;61;h;4;0.738273792;0.871459885;;0.361494117;0;0.739273792;0.872459885;;0.362494117;0.001
C61h3;C;61;h;4;1.271709701;1.956229185;;1.073053854;0.660347898;1.272709701;1.957229185;;1.074053854;0.661347898
C64h1;C;64;h;4;3.356215164;4.512317779;;4.974292554;3.095549879;3.357215164;4.513317779;;4.975292554;3.096549879
C64h2;C;64;h;4;0.421408184;0.736141314;;0.724563805;0.605580883;0.422408184;0.737141314;;0.725563805;0.606580883
C64h3;C;64;h;3;0.508080772;0.906161769;;0.641366248;0.645634973;0.509080772;0.907161769;;0.642366248;0.646634973
B3o1;B;3;c;4;6.850456854;0.686017235;;1.601296637;;6.851456854;0.687017235;;1.602296637;
B3o2;B;3;c;3;2.010281643;0.222831282;;0.374367795;;2.011281643;0.223831282;;0.375367795;
B3o3;B;3;c;3;2.036261095;0.234781243;;0.640491713;;2.037261095;0.235781243;;0.641491713;
B14o1;B;14;c;3;1.52964705;0.619194589;;1.761303739;;1.53064705;0.620194589;;1.762303739;
B14o2;B;14;c;3;0.139116259;0.452138254;;1.231408253;;0.140116259;0.453138254;;1.232408253;
B14o3;B;14;c;3;1.057573475;0.725990772;;1.261529;;1.058573475;0.726990772;;1.262529;
B24o1;B;24;c;4;4.316318441;4.109708618;;4.115504545;;4.317318441;4.110708618;;4.116504545;
B24o2;B;24;c;4;4.307454622;2.287225541;;4.984116595;;4.308454622;2.288225541;;4.985116595;
B24o3;B;24;c;3;7.291933937;5.801501668;;6.697114151;;7.292933937;5.802501668;;6.698114151;
B28o1;B;28;c;4;61.44958257;1.384769767;;13.10952484;;61.45058257;1.385769767;;13.11052484;
B28o2;B;28;c;3;2.912751974;0.793803653;;1.495876025;;2.913751974;0.794803653;;1.496876025;
B28o3;B;28;c;3;4.058341317;0;;5.403838617;;4.059341317;0.001;;5.404838617;
B30o1;B;30;c;3;11.60974938;0.472238157;;2.765151383;;11.61074938;0.473238157;;2.766151383;
B30o2;B;30;c;4;0.388219764;0.014528931;;0.06211026;;0.389219764;0.015528931;;0.06311026;
B30o3;B;30;c;4;3.418068528;0;;1.963203546;;3.419068528;0.001;;1.964203546;
B37o1;B;37;c;3;1.072935104;0.051005782;;0.282739099;;1.073935104;0.052005782;;0.283739099;
B37o2;B;37;c;3;1.158672597;0;;0.318356567;;1.159672597;0.001;;0.319356567;
B37o3;B;37;c;3;1.411235004;0.174381061;;0.600326792;;1.412235004;0.175381061;;0.601326792;
B53o1;B;53;c;4;5.954364888;2.574617531;;6.098349164;;5.955364888;2.575617531;;6.099349164;
B53o2;B;53;c;3;13.8926991;0.276484987;;0.99565897;;13.8936991;0.277484987;;0.99665897;
B53o3;B;53;c;3;9.669417473;0.393259401;;0.884223253;;9.670417473;0.394259401;;0.885223253;
B56o2;B;56;c;3;3.481763225;0.230066551;;1.515328302;;3.482763225;0.231066551;;1.516328302;
B56o3;B;56;c;3;0.345581984;0.531970096;;1.725259549;;0.346581984;0.532970096;;1.726259549;
B57o1;B;57;c;4;11.92833231;4.931782469;;9.668374667;;11.92933231;4.932782469;;9.669374667;
B57o2;B;57;c;4;2.643131663;0.78792957;;1.463643118;;2.644131663;0.78892957;;1.464643118;
B57o3;B;57;c;4;7.738614368;2.561699167;;4.240877897;;7.739614368;2.562699167;;4.241877897;
B60o1;B;60;c;3;8.520816394;3.886824689;;5.05990181;;8.521816394;3.887824689;;5.06090181;
B60o3;B;60;c;3;0.208915319;0.021198731;;0.190680673;;0.209915319;0.022198731;;0.191680673;
B61o1;B;61;c;3;48.01198975;2.652570453;;4.305858241;;48.01298975;2.653570453;;4.306858241;
B61o2;B;61;c;3;93.08546985;4.029416306;;8.85186497;;93.08646985;4.030416306;;8.85286497;
B61o3;B;61;c;3;2.481993257;0.188718203;;3.129009852;;2.482993257;0.189718203;;3.130009852;
B3h1;B;3;h;3;2.334604825;0.151454228;;0.435422787;;2.335604825;0.152454228;;0.436422787;
B3h2;B;3;h;3;6.588074467;1.06450339;;3.105585062;;6.589074467;1.06550339;;3.106585062;
B3h3;B;3;h;3;15.18004807;1.749458256;;3.363319018;;15.18104807;1.750458256;;3.364319018;
B14h1;B;14;h;3;19.54076439;0.757967397;;3.159044526;;19.54176439;0.758967397;;3.160044526;
B14h2;B;14;h;4;0.375267669;0.808860855;;1.375560947;;0.376267669;0.809860855;;1.376560947;
B14h3;B;14;h;3;2.492041495;0.595863509;;2.035030991;;2.493041495;0.596863509;;2.036030991;
B24h1;B;24;h;3;6.435157814;4.300266997;;7.994869839;;6.436157814;4.301266997;;7.995869839;
B24h2;B;24;h;3;3.944492907;2.607104405;;3.908279304;;3.945492907;2.608104405;;3.909279304;
B24h3;B;24;h;3;4.919211757;3.512225263;;5.286175597;;4.920211757;3.513225263;;5.287175597;
B28h1;B;28;h;3;41.78586985;0.837456102;;7.238919876;;41.78686985;0.838456102;;7.239919876;
B28h2;B;28;h;3;14.67154412;0.204306653;;2.844423772;;14.67254412;0.205306653;;2.845423772;
B28h3;B;28;h;3;8.372703564;0;;13.25262243;;8.373703564;0.001;;13.25362243;
B30h1;B;30;h;3;4.66720542;0.03613177;;0.607526048;;4.66820542;0.03713177;;0.608526048;
B30h2;B;30;h;3;10.27774788;0.368182708;;1.713893858;;10.27874788;0.369182708;;1.714893858;
B30h3;B;30;h;2;3.425724698;0.124679879;;2.367710853;;3.426724698;0.125679879;;2.368710853;
B37h1;B;37;h;4;2.449166899;0;;0.494696393;;2.450166899;0.001;;0.495696393;
B37h2;B;37;h;4;8.106995248;0.411359827;;1.492539083;;8.107995248;0.412359827;;1.493539083;
B37h3;B;37;h;4;18.57235237;0;;18.17807958;;18.57335237;0.001;;18.17907958;
B53h1;B;53;h;3;0.12463303;0.032292478;;0.082397761;;0.12563303;0.033292478;;0.083397761;
B53h2;B;53;h;3;8.02052314;0.092609475;;0.508709404;;8.02152314;0.093609475;;0.509709404;
B53h3;B;53;h;4;18.69051962;0.676672843;;1.700804633;;18.69151962;0.677672843;;1.701804633;
B56h1;B;56;h;3;2.233528246;0.768463119;;2.599052291;;2.234528246;0.769463119;;2.600052291;
B56h2;B;56;h;4;13.29034623;0.231248574;;2.427510626;;13.29134623;0.232248574;;2.428510626;
B56h3;B;56;h;4;1.023849984;0.857197974;;1.999137576;;1.024849984;0.858197974;;2.000137576;
B57h1;B;57;h;4;4.620289538;3.393955403;;6.315340854;;4.621289538;3.394955403;;6.316340854;
B57h2;B;57;h;4;4.049371259;2.94469597;;4.033952684;;4.050371259;2.94569597;;4.034952684;
B57h3;B;57;h;3;13.37902189;4.838892073;;5.631790931;;13.38002189;4.839892073;;5.632790931;
B60h1;B;60;h;3;10.48388049;6.796372583;;9.653947276;;10.48488049;6.797372583;;9.654947276;
B60h2;B;60;h;4;5.330920848;2.070254143;;5.689494736;;5.331920848;2.071254143;;5.690494736;
B60h3;B;60;h;3;2.58104632;0.377756486;;3.750816393;;2.58204632;0.378756486;;3.751816393;
B61h1;B;61;h;3;25.57465747;1.0863378;;3.019676968;;25.57565747;1.0873378;;3.020676968;
B61h2;B;61;h;3;24.27552711;1.463133259;;3.533615012;;24.27652711;1.464133259;;3.534615012;
B61h3;B;61;h;3;11.22992226;3.144060526;;15.58761667;;11.23092226;3.145060526;;15.58861667;
C1o1;C;1;c;4;11.61876952;1.124425659;;1.191487957;;11.61976952;1.125425659;;1.192487957;
C1o2;C;1;c;3;15.49232351;2.009065475;;10.83842298;;15.49332351;2.010065475;;10.83942298;
C1o3;C;1;c;3;0;0.753416557;;3.155265628;;0.001;0.754416557;;3.156265628;
C5o1;C;5;c;3;4.199185939;0;;1.309508587;;4.200185939;0.001;;1.310508587;
C5o2;C;5;c;3;1.116648578;0;;0.531076344;;1.117648578;0.001;;0.532076344;
C5o3;C;5;c;3;8.710113801;0;;2.713212675;;8.711113801;0.001;;2.714212675;
C8o1;C;8;c;4;21.73337577;0.959715894;;6.596823908;;21.73437577;0.960715894;;6.597823908;
C8o2;C;8;c;3;21.68819643;0.916824894;;5.406506667;;21.68919643;0.917824894;;5.407506667;
C8o3;C;8;c;3;0;0;;1.626345639;;0.001;0.001;;1.627345639;
C13o1;C;13;c;3;1.049208455;0.255199687;;1.298015136;;1.050208455;0.256199687;;1.299015136;
C13o2;C;13;c;3;1.822444134;0.259523804;;0.466718557;;1.823444134;0.260523804;;0.467718557;
C13o3;C;13;c;3;0.597984157;0.29657821;;1.084033698;;0.598984157;0.29757821;;1.085033698;
C15o1;C;15;c;4;11.34540297;0.417236271;;3.520688441;;11.34640297;0.418236271;;3.521688441;
C15o2;C;15;c;3;7.353670418;0.232696645;;1.377861299;;7.354670418;0.233696645;;1.378861299;
C15o3;C;15;c;4;7.478803726;0.695587894;;4.463903315;;7.479803726;0.696587894;;4.464903315;
C19o2;C;19;c;4;2.228970828;0.778065516;;3.476725118;;2.229970828;0.779065516;;3.477725118;
C19o3;C;19;c;4;0.247931556;0.681953909;;1.903496922;;0.248931556;0.682953909;;1.904496922;
C26o1;C;26;c;3;4.982303326;0.784662071;;0.51629092;;4.983303326;0.785662071;;0.51729092;
C26o2;C;26;c;3;8.963282902;1.096208806;;1.114309011;;8.964282902;1.097208806;;1.115309011;
C26o3;C;26;c;4;0;0.380715797;;3.027577845;;0.001;0.381715797;;3.028577845;
C30o1;C;30;c;3;52.48614621;3.032968332;;11.64444149;;52.48714621;3.033968332;;11.64544149;
C30o2;C;30;c;4;20.47999693;1.87177098;;3.46371823;;20.48099693;1.87277098;;3.46471823;
C30o3;C;30;c;3;6.144033549;0.482988199;;5.566815115;;6.145033549;0.483988199;;5.567815115;
C34o1;C;34;c;3;7.502623031;0.650679986;;4.589823108;;7.503623031;0.651679986;;4.590823108;
C34o2;C;34;c;3;5.619062148;0.591498943;;3.660761518;;5.620062148;0.592498943;;3.661761518;
C34o3;C;34;c;4;7.988650723;0.446167214;;1.453463652;;7.989650723;0.447167214;;1.454463652;
C43o2;C;43;c;4;5.956172269;0.24858084;;1.267825699;;5.957172269;0.24958084;;1.268825699;
C43o3;C;43;c;4;1.380623044;0.604498979;;1.727046027;;1.381623044;0.605498979;;1.728046027;
C45o1;C;45;c;3;0;0;;0.949937873;;0.001;0.001;;0.950937873;
C45o2;C;45;c;3;0;1.556968769;;6.666201203;;0.001;1.557968769;;6.667201203;
C45o3;C;45;c;3;0;1.453164925;;9.176456319;;0.001;1.454164925;;9.177456319;
C50o1;C;50;c;3;97.84710561;8.59727795;;13.81279717;;97.84810561;8.59827795;;13.81379717;
C50o2;C;50;c;4;29.98736885;2.399747104;;5.981545402;;29.98836885;2.400747104;;5.982545402;
C50o3;C;50;c;4;0;0;;1.122435694;;0.001;0.001;;1.123435694;
C55o1;C;55;c;3;10.63422036;0.98949239;;0.727175795;;10.63522036;0.99049239;;0.728175795;
C55o2;C;55;c;3;41.05594974;0.942042755;;16.58807754;;41.05694974;0.943042755;;16.58907754;
C55o3;C;55;c;3;0;0.464921852;;2.98592058;;0.001;0.465921852;;2.98692058;
C61o1;C;61;c;4;14.49407261;1.079118432;;2.420540541;;14.49507261;1.080118432;;2.421540541;
C61o2;C;61;c;4;4.138565572;0.529351518;;0.876078567;;4.139565572;0.530351518;;0.877078567;
C61o3;C;61;c;4;1.672826886;0.139037715;;0.293298628;;1.673826886;0.140037715;;0.294298628;
C64o1;C;64;c;3;2.107836408;0.269703706;;2.314767578;;2.108836408;0.270703706;;2.315767578;
C64o2;C;64;c;4;4.009145279;0;;6.620199585;;4.010145279;0.001;;6.621199585;
C64o3;C;64;c;3;12.38979121;1.462279386;;15.05930326;;12.39079121;1.463279386;;15.06030326;
C1h1;C;1;h;4;19.98218578;2.014223531;;0.98146764;;19.98318578;2.015223531;;0.98246764;
C1h2;C;1;h;3;23.23832704;1.222188247;;15.05539417;;23.23932704;1.223188247;;15.05639417;
C1h3;C;1;h;3;1.277259117;0.63730636;;4.228212555;;1.278259117;0.63830636;;4.229212555;
C5h1;C;5;h;4;0.104185947;0;;0.047239982;;0.105185947;0.001;;0.048239982;
C5h2;C;5;h;3;11.86704817;0;;3.501322294;;11.86804817;0.001;;3.502322294;
C5h3;C;5;h;4;3.748264014;0;;0.945739156;;3.749264014;0.001;;0.946739156;
C8h1;C;8;h;3;7.628101392;0.580477721;;7.031966104;;7.629101392;0.581477721;;7.032966104;
C8h2;C;8;h;4;29.35912527;1.478720274;;11.38229939;;29.36012527;1.479720274;;11.38329939;
C8h3;C;8;h;3;0;0.771485314;;6.562847763;;0.001;0.772485314;;6.563847763;
C13h1;C;13;h;4;0.154276175;0.009230478;;0.035374604;;0.155276175;0.010230478;;0.036374604;
C13h3;C;13;h;4;2.058474008;0.828808378;;1.671455705;;2.059474008;0.829808378;;1.672455705;
C15h1;C;15;h;3;9.161951518;0.63835164;;3.885131458;;9.162951518;0.63935164;;3.886131458;
C15h2;C;15;h;4;6.42755618;0.68107431;;2.646862474;;6.42855618;0.68207431;;2.647862474;
C15h3;C;15;h;4;3.957487959;0.197250774;;2.023647701;;3.958487959;0.198250774;;2.024647701;
C19h1;C;19;h;3;8.660695393;0.516107444;;3.243976196;;8.661695393;0.517107444;;3.244976196;
C19h2;C;19;h;3;6.906414698;0.220419948;;1.232202625;;6.907414698;0.221419948;;1.233202625;
C19h3;C;19;h;2;8.879069554;0.491580232;;4.339219261;;8.880069554;0.492580232;;4.340219261;
C26h1;C;26;h;3;6.73166741;0.972457732;;0.629352802;;6.73266741;0.973457732;;0.630352802;
C26h2;C;26;h;4;7.600268367;0.888850702;;0.526343115;;7.601268367;0.889850702;;0.527343115;
C26h3;C;26;h;3;0;0.398714858;;2.155247079;;0.001;0.399714858;;2.156247079;
C30h1;C;30;h;3;63.29362554;4.411937547;;13.00471074;;63.29462554;4.412937547;;13.00571074;
C30h2;C;30;h;3;16.42595185;1.120982141;;3.162295468;;16.42695185;1.121982141;;3.163295468;
C30h3;C;30;h;4;0.748264676;0;;5.507772623;;0.749264676;0.001;;5.508772623;
C34h1;C;34;h;4;6.667177153;0.45870625;;3.506361858;;6.668177153;0.45970625;;3.507361858;
C34h2;C;34;h;4;8.885051949;0.403558746;;4.237834986;;8.886051949;0.404558746;;4.238834986;
C34h3;C;34;h;4;19.01073518;0.528294118;;2.703619063;;19.01173518;0.529294118;;2.704619063;
C43h2;C;43;h;4;1.168401266;0.89798223;;1.866701152;;1.169401266;0.89898223;;1.867701152;
C43h3;C;43;h;4;6.344997368;0.473237326;;2.503574492;;6.345997368;0.474237326;;2.504574492;
C45h1;C;45;h;3;0;0;;0.526828056;;0.001;0.001;;0.527828056;
C45h2;C;45;h;3;0;0.415198371;;4.320002546;;0.001;0.416198371;;4.321002546;
C45h3;C;45;h;3;1.247946238;1.596089345;;12.24781864;;1.248946238;1.597089345;;12.24881864;
C50h1;C;50;h;4;42.29255735;3.526745264;;11.26461209;;42.29355735;3.527745264;;11.26561209;
C50h2;C;50;h;3;48.93510164;4.136656857;;10.81744655;;48.93610164;4.137656857;;10.81844655;
C55h1;C;55;h;2;25.27235679;1.758961008;;10.14584344;;25.27335679;1.759961008;;10.14684344;
